id,name,en_name,code,상세페이지 1차 완성,상세페이지 2차 완성
1583,테스트,Test,10000,True,True
1585,지구별,Gigue Byeol,10002,False,False
1586,레인보우 티니,Rainbow Tini,10003,False,False
1587,토피넛 라떼,Toffee Nut Latte,10004,False,False
1588,배드걸,Bad Girl,10005,False,False
1589,국민 IPA,Kookmin IPA,10006,False,False
1590,오르가즘,Orgasm,10007,False,False
1591,도화,Peach Blossom,10008,False,False
1592,발렌시아,Valencia,10009,False,False
1593,초콜렛 마티니,Chocolate Martini,10010,False,False
1594,클로버 클럽,Clover Club,10011,False,False
1595,랄라스 민트 패션,Lala's Mint Passion,10012,False,False
1596,스푸모니,Spumoni,10013,False,False
1597,에스프레소 마티니,Espresso Martini,10014,False,False
1598,텡거레이 넘버텐 진토닉,Tanqueray No.10 & Tonic,10015,False,False
1599,구미 보드카,Gummy vodca,10016,False,False
1600,엑스트라 스페셜 에일,Extra Special Ale,10017,False,False
1601,스트롱 에일,Strong Ale,10018,False,False
1602,필스너,Pilsner,10019,False,False
1603,267 쌀맥주,267 Rice Beer,10020,False,False
1604,밀형제 IPA,Wheat Brothers IPA,10021,False,False
1605,스타우텔라,Stoutella,10022,False,False
1606,무알콜 신데렐라,Nonalcohol Cinderella,10023,False,False
1607,아그와 밤,AGWA Bomb,10024,False,False
1608,샤크 어택,Shark Attack,10025,False,False
1609,"말리부 콕, 말리부 파인, 말리부 밀크",Malibu series,10026,False,False
1610,홀리 워터,Holy Water,10027,False,False
1611,베이비 기네스,Baby Guinness,10028,False,False
1612,오트밀 스타우트,Oatmeal Stout,10029,False,False
1613,용산 일렉트로 IPA,Yongsan Electro IPA,10030,False,False
1614,몬티스 블랙 비어,MONTEITH'S Black Beer,10031,False,False
1615,쾨스트리쳐,Kostrizer,10032,False,False
1616,빠몽,Bbamong,10033,False,False
1617,빠솜,Bbasom,10034,False,False
1618,쉐퍼호퍼 바이젠,Schofferhofer Weizen,10035,False,False
1619,신촌 페일 에일,Sinchon Pale Ale,10036,False,False
1620,코스모스 IPA,Cosmos IPA,10037,False,False
1621,서프맨,Surf Man,10038,False,False
1622,제주 IPA,Jeju IPA,10039,False,False
1623,ODB 레드 더블 IPA,ODB Red Double IPA,10040,False,False
1624,초코파이 브라운 에일,Choco Pie Brown Ale,10041,False,False
1625,헤페 라떼,Hefe Latte,10042,False,False
1626,핫초코 임페리얼 스타우트,Hot Choco Imperial Stout,10043,False,False
1627,듀체스 드 부르고뉴 750ml,Duchesse de Bourgogne 750ml,10044,True,True
1628,밀이그램 페일 에일,Mill2gram Pale Ale,10045,False,False
1629,라들러,Radler,10046,False,False
1630,뮤닉 둔켈,Munich Dunkel,10047,False,False
1631,데일리샷,Dailyshot,10048,False,False
1632,발렌타인 싱글몰트 글렌버기 15년(구형),Ballantine's Glenburgie 15yo,10049,True,True
1633,밀튼더프,Miltonduff,10050,False,False
1634,글렌토커스,Glentauchers,10051,False,False
1635,우우,Woo Woo,10052,False,False
1636,ㅋ IPA,Kieuk IPA,10053,False,False
1637,긍정신 레드 에일,The Great God of Fun Red Ale,10054,False,False
1638,핑크 레모니쉬,Pink Lemonish,10055,False,False
1639,딥블루씨,Deep Blue Sea,10056,False,False
1641,더테이블 허니브라운,THE TABLE Honey Brown,10058,False,False
1642,라 쇼페,La Chouffe,10059,True,False
1644,봄베이 사파이어 진토닉,Bombay Sapphire Gin Tonic,10060,False,False
1645,마틴 밀러 진토닉,Martin Miller Gin Tonic,10061,False,False
1646,스프링뱅크 15년,Springbank 15yo,10062,True,True
1648,글렌모렌지 넥타도르,Glenmorangie Necta Dor,10063,True,True
1649,더 글렌리벳 15년,The Glenlivet 15yo,10064,True,True
1650,글렌피딕 15년,Glenfiddich 15yo,10065,True,True
1652,발베니 캐리비안 캐스크 14년,Balvenie Caribbean Cask 14yo,10066,True,True
1653,아란 아마로네 캐스크 피니시,Arran Amarone Cask Finish,10067,True,True
1654,하디 레전드 1863,Hardy Legend 1863,10068,True,True
1655,푸두 레드,PUDU Red,10069,True,True
1656,비알레또 비앙코 화이트,Vialetto Bianco White,10070,False,False
1657,신호등 슈터,Traffit Light Shooter,10071,False,False
1658,선라이즈,Sunrise,10072,False,False
1659,레이크프론트 IPA,Lakefront IPA,10073,False,False
1660,오가니카,Organika White Ale,10074,False,False
1661,리버웨스트 스테인,Riverwest Stein Amberlager,10075,False,False
1662,맑디맑은 바이젠,Clean Weizen,10076,False,False
1663,원더풀 IPA,Wonderful IPA,10077,False,False
1664,더헌치백 세션 IPA,The Hunchback Session IPA,10078,False,False
1665,밀당,Mildang,10079,False,False
1666,밍글,Mingle,10080,False,False
1667,아이홉소 IPA,I Hop So IPA,10081,False,False
1668,다윗,Da Wheat,10082,False,False
1669,연애,Yeon-nam Ale,10083,False,False
1671,테넌츠 스타우트,Tennent's Stout,10085,False,False
1672,프론테라 레드,Frontera Red,10086,False,False
1674,둥클레스,Dunkles,10087,False,False
1675,블랙커런트,Blackcurrant,10088,False,False
1676,아이리시 카밤,Irish Car Bomb,10089,False,False
1677,카우보이,Cowboy,10090,False,False
1678,헤이먼스 마티니,Hayman's Martini,10091,False,False
1679,라가불린 16년,Lagavulin 16yo,10092,True,True
1680,부나하벤 18년,Bunnahabhain 18yo,10093,True,True
1681,토버모리 15년,Tobermory 15yo,10094,False,False
1682,앤드 오브 밸류,End of Value,10095,False,False
1683,까뮤 보더리 VSOP,Camus Borderies VSOP,10096,True,True
1684,글렌파클라스 105 CS,Glenfarclas 105 Cask Strength,10097,True,True
1686,문라이즈 페일 에일,Moonrise Pale Ale,10098,False,False
1688,미스터리 맥주,Mystery Beer,10100,False,False
1690,예잭 필스너,Jezek Pilsner,10102,False,False
1691,플라워 파워 필스너,Flower Power Pilsner,10103,False,False
1692,유알콜 애플 사이다,Hard Apple Cider,10104,False,False
1693,생와인 메를로,Draft Wine GlenWood Merlot,10105,False,False
1694,린데만스 프랑부아즈,Lindemans Framboise,10106,True,True
1695,혜화,Hyehwa,10107,False,False
1696,마로니에,Maronie,10108,False,False
1697,프리다 칼로의 자화상,Frida Khalo's Self-Portrait,10109,False,False
1698,카르멘 톨텐 까베르네 소비뇽,Carmen Tolten Cabernet Sauvignon,10110,True,False
1699,골로 No.5,Golo No.5,10111,False,False
1700,몽크 골로,Monk Golo,10112,False,False
1701,델캄포 레드,Delcampo Red,10113,False,False
1702,스칼렛 오하라,Scarlett O'Hara,10114,False,False
1703,에덴 파크,Eden Park,10115,False,False
1705,크리스탈 바이젠,Crystal Weizen,10117,False,False
1706,에페스 필스너,Efes Pilsener,10118,False,False
1707,매혹적인 검은마녀 임페리얼 스타우트,Mystic Black Witch Imperial Stout,10119,False,False
1708,하루오 세종,Cinq Litres Saison,10120,False,False
1709,바오밥 페일 에일,Baobab Pale Ale,10121,False,False
1710,레드 몽키,Red Monkey,10122,False,False
1711,그린 몽키,Green Monkey,10123,False,False
1712,오렌지 몽키,Orange Monkey,10124,False,False
1713,홍삼 몽키,Hongsam Monkey,10125,False,False
1714,아트몬스터 이태원 프리덤,Artmonster Itaewon Freedom,10126,True,False
1715,슈타인도르프 헤페바이젠,Steindorf Hefeweizen,10127,False,False
1716,허그 미,Hug Me,10128,False,False
1717,신 No.8,Sin No.8,10129,False,False
1718,핸드앤몰트 모카 스타우트,Hand&Malt Mocha Stout,10130,False,False
1719,블루스타,Blue Star,10131,False,False
1720,빅아이 IPA,Big Eye IPA,10132,False,False
1721,사랑범벅,Endless Love,10133,False,False
1722,흑맥주,Dark Beer,10134,False,False
1723,리틀크리에이쳐스 페일 에일,Little Creatures Pale Ale,10135,False,False
1724,슬로우 IPA,Slow IPA,10136,False,False
1725,산 미구엘 라이트,San Miguel Light,10137,True,False
1726,브루독 펑크 IPA,Brewdog Punk IPA,10138,False,False
1727,그롤쉬 바이젠,Grolsch Weizen,10139,False,False
1728,그롤쉬,Grolsch,10140,False,False
1729,카브루 다크 에일,KABREW Dark Ale,10141,False,False
1730,카브루 페일 에일,KABREW Pale Ale,10142,False,False
1731,카브루 바이젠,KABREW Weizen,10143,False,False
1732,브루독 엘비스 쥬스,Brewdog Elvis Juice,10144,False,False
1734,레드락,Red Rock,10146,False,False
1735,하우스 와인 화이트,House Wine White,10147,False,False
1736,하우스 와인 레드,House Wine Red,10148,False,False
1737,아트몬스터 사랑범벅,Artmonster Endless Love,10149,True,False
1738,아트몬스터 첫사랑의 향기,Artmonster First Love's Scene,10150,False,False
1740,더치 맥주,Dutch Beer,10152,False,False
1741,베어풋 핑크 모스카토,Barefoot Pink Moscato,10153,False,False
1742,알라메다 소비뇽 블랑,Alameda Sauvignon Blanc,10154,False,False
1743,알라메다 까베르네 소비뇽,Alameda Cabernet Sauvignon,10155,False,False
1744,하날레이 아일랜드 IPA,Hanalei Island IPA,10156,False,False
1745,조니워커 18년(구형),Johnnie Walke 18yo,10157,True,True
1746,조니 하이볼,Jonnie Highball,10158,False,False
1747,회원 혜택,Member Benefit,10159,False,False
1748,플래티넘 페일 에일,Platinum Pale Ale,10160,False,False
1749,아메리칸 레몬에이드,American Lemonade,10161,False,False
1751,플래티넘 퇴근길,Platinum Night Cap,10163,False,False
1753,아르코 헤페바이젠,Arcobräu Hefeweizen,10164,False,False
1754,산타 헬레나,Santa Helena,10165,False,False
1755,골든 버블 모스카토,Golden Bubbles Moscato,10166,True,True
1756,인펀테스 레드,Infantes Red,10167,False,False
1757,진토닉,Gin Tonic,10168,False,False
1758,샹그리아,Sangria,10169,False,False
1759,발라스트포인트 스컬핀 IPA,Ballast Point Sculpin IPA,10170,False,False
1760,플래티넘 오트밀 스타우트,Platinum Oatmeal Stout,10171,False,False
1761,플래티넘 골든 에일,Platinum Golden Ale,10172,False,False
1762,페로니,Peroni,10173,False,False
1763,바닐라 스타우트,Vanilla Stout,10174,False,False
1764,레일로드 포터,Railroad Porter,10175,False,False
1765,코젤 다크 병 500ml,Kozel Dark Bottle 500ml,10176,True,True
1768,바이젠,Weizen,10179,False,False
1769,라즈베리 위트,Raspberry Wheat,10180,False,False
1770,게스트 탭,Guest Tap,10181,False,False
1771,홉스플래쉬 IPA 500ml,Hop Splash IPA 500ml,10182,True,True
1772,페일 에일,Pale Ale,10183,False,False
1773,칼스버그 캔 500ml,Carlsberg Can 500ml,10184,True,True
1774,미니 아이리시 카밤,Mini Irish Car Bomb,10185,False,False
1775,타파스 레드,Tapas Red,10186,False,False
1776,모히또,Mojito,10187,False,False
1779,레드 데빌 IPA,Red Devil IPA,10189,False,False
1780,한라봉 위트 에일,Hallabong Wheat Ale,10190,False,False
1781,몽크 IPA,Monk IPA,10191,False,False
1782,버드나무 미노리 세션,Budnamu Minori Session,10192,False,False
1783,파머스 둔켈,Farmers Dunkel,10193,False,False
1784,정림 페일 에일,Jeongnim Pale Ale,10194,False,False
1785,캠프파이어 엠버,Campfire Amber,10195,False,False
1786,유자 고제,Yuja Gose,10196,True,False
1787,에스프레소 바닐라 스타우트,Espresso Vanilla Stout,10197,False,False
1788,라이트하우스 블론드,Lighthouse Blonde,10198,False,False
1789,갈매기 IPA,Galmegi IPA,10199,True,False
1790,켈틱 프로즌 피치,Celtic Frozen Peach,10200,False,False
1791,롱 아일랜드 아이스티,Long Island Iced Tea,10201,False,False
1792,플래티넘 화이트 에일,Platinum White Ale,10202,False,False
1793,플래티넘 IPA,Platinum IPA,10203,False,False
1794,오키나와,Okinawa,10204,False,False
1796,옥보단,Sex and Zen,10205,False,False
1797,아르코 츠비클,Arcobräu Zwicklbier,10206,False,False
1798,아르코 둔켈,Arcobräu Dunkel,10207,False,False
1799,블루 하와이,Blue Hawaii,10208,False,False
1800,데킬라 선라이즈,Tequila Sunrise,10209,False,False
1801,발라스트포인트 빅아이 IPA,Ballast Point Big Eye IPA,10210,False,False
1802,남해 백년초 에일,Prickly Pear Ale,10211,False,False
1803,블랑 바오밥,Blanc Baobob,10212,False,False
1804,바오밥 바이스,Baobab Weiss,10213,False,False
1805,준벅,June Bug,10214,False,False
1806,피치 크러쉬,Peach Crush,10215,False,False
1807,한스 IPA,Han's IPA,10216,False,False
1808,한스 망고 에일,Han's Mango Ale,10217,False,False
1809,한스 페일 에일,Han's Pale Ale,10218,False,False
1810,한스 다크 에일,Han's Dark Ale,10219,False,False
1811,한스 바이젠,Han's Weizen,10220,False,False
1812,한스 필스너,Han's Pilsner,10221,False,False
1813,호세 쿠엘보 에스페샬 700ml,Jose Cuervo Especial 700ml,10222,True,True
1814,미도리 사워,Midori Sour,10223,False,False
1815,프레아 에일,Frea Ale,10224,False,False
1816,안동 라거,Andong Lager,10225,True,False
1817,밀땅 바이젠,MILL DDANG Weizen,10226,False,False
1818,닥터필굿 페일 에일,Dr.Feelgood Pale Ale,10227,False,False
1819,더 랜치 샌드캐슬,The Ranch Sand Castle,10228,False,False
1820,뉴잉,New...ing,10229,False,False
1821,써니 라거,Sunny Lager,10230,False,False
1822,썸머 페일 에일,Summer Pale Ale,10231,False,False
1823,바닐라 화이트 에일,Vanilla White Ale,10232,False,False
1824,레드 데빌 몽키,Red Devil Monkey,10233,False,False
1825,브리티쉬 몰티 에일,British Malty Ale,10234,False,False
1826,아수라 화이트 스타우트,Asura White Stout,10235,False,False
1827,깔라만시 바이젠,Kalamansi Weizen,10236,False,False
1828,으랏차차 복분자 에일,Bokbunja Ale,10237,False,False
1829,노을 수제 에일 캔 500ml,Sunset Ale Can 500ml,10238,True,True
1830,아만다 필스너,Amanda Pilsner,10239,False,False
1831,광화문 페일 에일,Gwanghwamun Pale Ale,10240,False,False
1832,고스넬스 오브 런던,Gosnells of london,10241,False,False
1833,베베 오리지널 스타우트,Bebe Original Stout,10242,False,False
1834,남한산성 골든 에일,Namhansanseong Golden Ale,10243,False,False
1835,만리재 페일 에일,Mallijae Pale Ale,10244,False,False
1836,만리복 IPA,Mallibok IPA,10245,False,False
1837,쉐퍼호퍼 자몽,Schofferhofer Grapefruit,10246,False,False
1838,팔야스 IPA,Paljas IPA,10247,False,False
1839,프리마토 페일 에일,Primator Pale Ale,10248,False,False
1840,멀린 체르니,Merlin Cerny,10249,False,False
1841,예젝 필스너,Jezek Pilsner,10250,False,False
1842,프리마토 바이젠,Primator Weizen,10251,False,False
1843,프리마토 치퍼 자몽,Primator Chipper Grapefruit,10252,False,False
1844,코나 롱보드 아일랜드 라거 355ml,Longboard Island Lager 355ml,10253,True,False
1845,코나 빅 웨이브 리퀴드 알로하 355ml,Big Wave Liquid Aloha 355ml,10254,True,True
1846,파머스 IPA,Farmers IPA,10255,False,False
1847,파머스 페일 에일 ESA,Farmers Pale Ale ESA,10256,False,False
1848,파머스 다크 에일,Farmers Dark Ale,10257,False,False
1849,파머스 드라이,Farmers Dry,10258,False,False
1850,리프만 프루트제,Liefmans Fruitesse,10259,False,False
1851,슈티글 시트론 라들러,Stiegl Zitrone Radler,10260,False,False
1852,슈티글 그레이프프룻 라들러,Stiegl Grapefruit Radler,10261,False,False
1853,슈티글 골드브로이,Stiegl Goldbrau,10262,False,False
1854,크림 에일,Cream Ale,10263,False,False
1855,마시라거,Mars-i-Lager,10264,False,False
1856,셀리스 화이트,Celis White,10265,False,False
1859,홉고블린 골드,Hobgoblin Gold,10268,True,False
1861,화수 바닐라 스타우트 355ml,Whasoo Vanilla Stout 355ml,10270,True,False
1863,맥파이 페일 에일,Magpie Pale Ale,10272,True,True
1864,카브루 필스너,KABREW Pilsner,10273,False,False
1865,가나다라 주흘 바이젠,Ganadara Juheul Weizen,10274,False,False
1866,맥파이 IPA,Magpie IPA,10275,True,True
1867,맥파이 포터,Magpie Porter,10276,True,True
1869,씨파러,Seafarer,10278,False,False
1870,데이잡,Day Job,10279,False,False
1871,노티,Knotty,10280,False,False
1873,킬케니,Kilkenny,10282,False,False
1874,홉하우스 13,Hophouse 13,10283,False,False
1878,SNC 뮬,SNC Mule,10286,False,False
1881,크로넨버그 1664 블랑 병 330ml,Kronenbourg 1664 Blanc Bottle 330ml,10289,True,True
1882,카브루 IPA,KABREW IPA,10290,False,False
1883,재즈클럽,Jazz Club,10291,False,False
1884,가자 장미여관으로,Let's go to the rose motel,10292,False,False
1885,석류얼셀프,Suck yourself,10293,False,False
1886,X야 나 부자야,Bitch I'm rich,10294,False,False
1887,에덴동산,Garden of Eden,10295,False,False
1888,보광모텔 301호,Bokwang Motel 301,10296,False,False
1889,핑크 유니콘 칠리 에일,Pink Unicorn Chili Ale,10297,False,False
1890,몽트 Feel 바이젠,Mont Feel Weizen,10298,False,False
1891,백두산 IPA,Baekdusan IPA,10299,False,False
1892,한라산 위트비어,Hallasan Witbier,10300,False,False
1893,가펠 쾰시 1박스(24캔),Gaffel kölsch 1Box (24 cans),10301,True,True
1894,아바이 위트비어,Abai Witbeer,10302,False,False
1896,설 IPA,Snow IPA,10304,False,False
1898,속초 IPA,Sokcho IPA,10306,False,False
1899,문베어 금강산 골든 에일,Geumgangsan Golden Ale,10307,False,False
1901,섹스 온 더 비치,Sex on the Beach,10309,False,False
1902,이네딧 담,Inedit Damm,10310,True,True
1903,투썩 점퍼 와일드 보어 샤르도네,Tussock Jumper Wild Boar Chadonnay,10311,False,False
1904,"투썩 점퍼, '와일드 보어' 피노 누아","Tussock Jumper, `Wild Boar` Pinot Noir",10312,True,True
1905,트로피칼 아일랜드,Tropical Island,10313,False,False
1906,애플 피즈,Apple Fizz,10314,False,False
1907,칼리모초,Calimocho,10315,False,False
1908,드림로즈,Dream Rose,10316,False,False
1909,가나다라 북극성 라거,Ganadara Bukgeukseong Lager,10317,False,False
1910,브루독 데드 포니 클럽,Brewdog Dead Pony Club,10318,False,False
1911,그라 토닉,Gra Tonic,10319,False,False
1912,칼데라 IPA,Caldera IPA,10320,False,False
1913,발라스트포인트 빅토리앳씨,Ballast Point Victory At Sea,10321,False,False
1914,카브루 피치 에일,KABREW Peach Ale,10322,False,False
1915,만타 레이 더블 IPA,Manta Ray Double IPA,10323,False,False
1916,피보 필스,PIVO Pils,10324,False,False
1917,바니플랫 오트밀 스타우트,Barney Flat Oatmeal Stout,10325,False,False
1918,그레이프후르츠 스컬핀 IPA,Grapefruit Sculpin IPA,10326,False,False
1919,발라스트포인트 망고 이븐 킬,Ballast Point Mango Even Keel,10327,False,False
1920,브루독 인디 페일 에일,Brewdog Indie Pale Ale,10328,False,False
1921,헤이허니 페일 에일,Hey Honey Pale Ale,10329,False,False
1922,토닥토닥 와인 한 잔,Vinoletto Airen Semi Sweet,10330,False,False
1923,수고했어 오늘도,Vinoletto Airen Dry,10331,False,False
1924,내 눈엔 너만 보여,Vinoletto Garnacha Semi Sweet,10332,False,False
1925,오늘 와인 어때,Gusto Tempranillo,10333,False,False
1926,짤맥 골든 에일,ZZALMAC Golden Ale,10334,False,False
1927,수제맥주,Craft Beer,10335,False,False
1928,크치 IPA,Cchi IPA,10336,False,False
1929,크치 바이젠,Cchi Weizen,10337,False,False
1930,슈터 B-52,Shooter B-52,10338,False,False
1931,보드카 크랜베리,Vodka Cranberry,10339,False,False
1932,달로망 페일 에일,Moon Roman Pale Ale,10340,False,False
1933,헤이지산 알리홉스,Hazesan Alihops,10341,False,False
1934,호피 라거,Hoppy Lager,10342,False,False
1935,트레비어 페일 에일,Trevier Pale Ale,10343,False,False
1936,S.H 유자 에일,S.H Yuja Ale,10344,False,False
1937,해피 바이젠,Happy Weizen,10345,False,False
1938,아트몬스터 잡스,Artmonster Jobs,10346,False,False
1939,치폴레 포터,Chipotle Porter,10347,False,False
1942,라즈베리 베를리너 바이세,Raspberry Berliner Weisse,10348,False,False
1943,오레곤 프룻,Oregon Fruit,10349,False,False
1944,호텔 헨리 세종 글루텐 프리,Hotel Henri Saison Gluten Free,10350,False,False
1945,헤이지 홀리데이,Hazy Holidays,10351,False,False
1946,샤렉 13,K:rlek 13,10352,False,False
1947,디셉션 세션 IPA,Deception Session IPA,10353,False,False
1948,베스터 브로 윗,Vesterbro Wit,10354,False,False
1949,챠밍 래빗 샤르도네,Charming Rabbit Chardonnay,10355,True,True
1950,더티 래빗 쁘띠 베르도,Dirty Rabbit Petit Verdot,10356,True,True
1951,포그커터 더블 IPA 355ml,Fogcutter Double IPA 355ml,10357,True,False
1952,사무엘 아담스,Samuel Adams,10358,True,True
1953,라데베르거 필스너,Radeberger Pilsner,10359,False,False
1954,레몬첼로 토닉,Lemoncello Tonic,10360,False,False
1955,호가든 그랑크뤼,Hoegaarden Grand Cru,10361,False,False
1956,브리티쉬 스타우트,British Stout,10362,False,False
1957,블론드 에일,Blonde Ale,10363,False,False
1958,부산 페일 에일,Busan Pale Ale,10364,False,False
1959,더 페이머스 그라우스 하이볼,The Famous Grouse Highball,10365,False,False
1960,글렌고인 12년,Glengoyne 12yo,10366,True,True
1961,탈리스커 10년,Talisker 10yo,10367,True,True
1962,달서 오렌지 에일,Dalseo Orange Ale,10368,False,False
1963,강서 마일드 에일 캔 500ml,Gangseo Mild Ale Can 500ml,10369,True,False
1964,우르메네타 까베르네 소비뇽,Urmeneta Cabernet Sauvignon,10370,True,False
1965,안동 홉스터 IPA,Andong Hopster IPA,10371,True,False
1966,홉캣 엠버 에일,Hopcat Amber Ale,10372,False,False
1967,호프브로이 둔켈,Hofbräu Dunkel,10373,False,False
1968,호프브로이 오리지널 라거,Hofbräu Original Lager,10374,False,False
1970,완벽한 인생 골든 에일,Perfect Life Golden Ale,10376,False,False
1971,멜로우,Mellow,10377,False,False
1972,망고야,Mangoya,10378,False,False
1973,옥토버훼스트 둥클레스,Oktoberfest Dunkles,10379,False,False
1974,옥토버훼스트 필스너,Oktoberfest Pilsner,10380,False,False
1975,다크 모카 에일,Dark Mocha Ale,10381,False,False
1976,스크류 드라이버,Screw Driver,10382,False,False
1977,그의 사과 칵테일,His Apology Cocktail,10383,False,False
1978,깊은 숲 칵테일,Deep Forest Cocktail,10384,False,False
1979,럼 콕,Rum Coke,10385,False,False
1980,보드카 토닉,Vodka Tonic,10386,False,False
1982,세븐브로이 IPA,7brau IPA,10388,False,False
1983,모스코 뮬,Moscow Mule,10389,False,False
1984,퍼지 네이블,Fuzzy Navel,10390,False,False
1985,블랙 러시안,Black Russian,10391,False,False
1986,쿠바 리브레,Cuba Libre,10392,False,False
1987,베일리스 밀크,Baileys Milk,10393,False,False
1988,잭콕,Jack Coke,10394,False,False
1989,파이어볼 500ml,Fireball 500ml,10395,True,True
1990,그레이프 크랜베리,Grape Cranberry,10396,False,False
1991,애플 토닉,Apple tonic,10397,False,False
1992,할리퀸,Harley Quinn,10398,False,False
1993,블루 오션,Blue Ocean,10399,False,False
1994,허니밀크 막걸리 칵테일,Honey Milk Makgeoli Cocktail,10400,False,False
1995,유자 막걸리 칵테일,Yuja Makgeolli Cocktail,10401,False,False
1996,딸기 막걸리 칵테일,Strawberry Makgeolli Cocktail,10402,False,False
1998,배틀라운지 칵테일,Battle Lounge Cocktail,10404,False,False
1999,카시스 프라페,Cassis Frappe,10405,False,False
2000,블루 사파이어,Blue Sapphire,10406,False,False
2002,와인 에이드,Wine Ade,10408,False,False
2003,장미 맥주,Rose Beer,10409,False,False
2004,벚꽃 맥주,Cherry Blossom Beer,10410,False,False
2005,오늘의 칵테일,Today's Cocktail,10411,False,False
2006,오늘의 맥주,Today's Beer,10412,False,False
2007,앙시앙 땅 까베르네 시라,Anciens Temps Cabernet Syrah,10413,True,True
2008,타파스 템프라니요,Tapas Tempranillo,10414,True,True
2009,펩스트 블루 리본,Pabst Blue Ribbon,10415,False,False
2010,라이치니,Lycheeni,10416,False,False
2011,아메리카노,Americano,10417,False,False
2012,카브루 브리티쉬 골든 에일,KABREW British Golden Ale,10418,False,False
2013,조커 페일 에일,Joker Pale Ale,10419,False,False
2014,카브루 골든 에일,KABREW Golden Ale,10420,False,False
2015,트레비어 필스너,Trevier Pilsner,10421,False,False
2016,골든 에일,Golden Ale,10422,False,False
2017,다크 라거,Dark Lager,10423,False,False
2018,위트 비어,Wheat Beer,10424,False,False
2019,아메리칸 라거,American Lager,10425,False,False
2020,크롬바커,Krombacher,10426,False,False
2021,아크 허그미,ARK Hug Me,10427,False,False
2022,매그너스 사이다 쥬시애플,Magners Cider Juicy Apple,10428,False,False
2023,매그너스 사이다 베리,Magners Cider Berry,10429,False,False
2024,내니스 IPA,Nanny's IPA,10430,False,False
2025,하우스 칵테일,House Cocktail,10431,False,False
2027,모카 스타우트,Mocha Stout,10433,False,False
2029,식스포인트 벵갈리 IPA,Sixpoint Bengali IPA,10435,False,False
2030,WOB 히든 라거,WOB Hidden Lager,10436,False,False
2031,크루저 블루베리,Cruiser Blueberry,10437,False,False
2032,데킬라 샷,Tequila Shot,10438,False,False
2035,창 클래식 맥주,Chang Classic Beer,10441,True,False
2036,맥스,Max,10442,False,False
2037,더치 크림 맥주,Dutch Cream Beer,10443,False,False
2038,멜론 샤워,Melon Shower,10444,False,False
2039,블루 큐라소 사이다,Blue Curacao Cider,10445,False,False
2040,화이트자몽 팜펠무즈 샷,White Grapefruit Pampelmuse Shot,10446,False,False
2041,애플 마티니,Apple Martini,10447,False,False
2042,체리 샤워,Cherry Shower,10448,False,False
2043,화이트자몽 팜펠무즈,White Grapefruit Pampelmuse,10449,False,False
2044,프론테라 까르베네,Frontera Cabernet,10450,False,False
2045,일상 골든 에일,Daily Golden Ale,10451,False,False
2046,적셔 페일 에일,Jukshu Pale Ale,10452,False,False
2047,문래 골든 에일,Mullae Golden Ale,10453,False,False
2048,비바 라거,Viva Lager,10454,False,False
2049,테넌츠 라거 500ml,Tennent's Lager 500ml,10455,True,True
2050,짐빔 하이볼,Jim Beam Highball,10456,False,False
2051,네이키드 그라우스,Naked Grouse,10457,True,True
2052,띤또 데 베라노,Tinto de Verano,10458,False,False
2053,블루 하와이안,Blue Hawaiian,10459,False,False
2054,몰리노 로코 화이트,Molino Loco White,10460,False,False
2055,크루저 피치,Cruiser Peach,10461,True,False
2056,크루저 라즈베리,Cruiser Raspberry,10462,True,False
2057,하우스 와인 스파클링,House Wine Sparkling,10463,False,False
2058,빈땅,Bintang,10464,True,False
2059,리오,Leo,10465,False,False
2060,윗동네 윗비어,Uptown Witbier,10466,False,False
2061,구스 312 어반 위트 에일,Goose 312 Urban Wheat Ale,10467,False,False
2062,템트9,Tempt 9,10468,False,False
2063,템트7,Tempt 7,10469,False,False
2064,템트3,Tempt 3,10470,False,False
2065,로스트코스트 워터멜론 위트,Lost Coast Watermelon Wheat,10471,False,False
2066,파운더스 올데이 IPA,Founders All day IPA,10472,True,False
2067,로열독 애플사이더,Royal dog Apple Cider,10473,False,False
2068,팍세 라거,Faxe Lager,10474,False,False
2069,레버넌트 IPA,Revenant IPA,10475,False,False
2070,내일 밤에도 우리 여기서 만나,Tapas Verdejo,10476,False,False
2071,이렇게라도 만나길 기다렸어,Condor Andino Torrontes,10477,False,False
2072,달빛에 비친 네 모습,Caracter Chardonnay,10478,False,False
2073,네가 생각나는 밤,Fragustus Vino Blanco,10479,False,False
2074,오늘을 기억해,Festivo Bianco,10480,False,False
2075,오늘 하루는 어땠나요?,Tapas Tempranillo,10481,False,False
2076,"너의 이름, 너의 목소리",Cambras Medium Sweet,10482,False,False
2077,"또, 보고싶어",Condor Andino Cabernet Sauvignon,10483,False,False
2078,너를 처음 만나다,Infantes,10484,False,False
2079,와인잔에 담긴 이밤,Festivo Rosso,10485,False,False
2080,레몬 드랍,Lemon Drop,10486,False,False
2081,수제 오디주,Mulberry Cocktail,10487,False,False
2082,부시밀 하이볼,Bushmills Highball,10488,False,False
2083,네바다,Nevada,10489,False,False
2084,마티니,Martini,10490,False,False
2085,OB 필스너,OB Pilsner,10491,False,False
2086,트레비어 둔켈,Trevier Dunkel,10492,False,False
2087,컴 인 비어,Come in Beer,10493,False,False
2088,별똥별,Shooting Star,10494,False,False
