id,name,en_name,code,상세페이지 1차 완성,상세페이지 2차 완성
3266,코카레로,Cocalero,11649,True,True
3267,콜로마 그랑 리저브,Coloma Gran Reserva,11650,True,True
3268,콜로마 크레마,Coloma Crema,11651,True,True
3269,히비키 하모니,Hibiki Harmony,11652,True,True
3270,헨드릭스 진,Hendrick's Gin,11653,True,True
3271,하쿠슈 12년,Hakushu 12yo,11654,True,True
3272,하쿠슈 DR,Hakushu DR,11655,True,True
3273,플라스크 데킬라 아이스큐브 패키지,Flask Tequila Ice Cube Package,11656,False,False
3274,티토스 보드카,Tito's Vodka,11657,True,True
3275,페트론 실버 750ml,Patron Silver 750ml,11658,True,True
3276,페페로페즈 골드,Pepe Lopez Gold,11659,True,True
3277,토끼소주 블랙 375ml,Tokki Soju Black 375ml,11660,True,True
3278,크래겐모어 12년,Cragganmore 12yo,11661,True,True
3279,크라운 로얄 디럭스,Crown Royal Deluxe,11662,True,True
3280,납 크릭,Knob Creek,11663,True,True
3281,버팔로 트레이스,Buffalo Trace,11664,True,True
3282,납 크릭 라이,Knob Creek Rye,11665,True,True
3283,송죽매 교토 준마이,Sho Chiku Bai Kyoto Junmai,11666,True,True
3284,쿠보타 준마이 다이긴죠,Kubota Junmai Daiginjo,11667,True,True
3285,로크로몬드 오리지날,Loch Lomond Original,11668,True,True
3286,온나 나카세 준마이 다이긴죠,Onna Nakase Junmai Daiginjo,11669,True,True
3287,가모츠루 다이긴죠 골드,Kamotsuru Daiginjo Gold,11670,True,True
3288,카모시비토 쿠헤이지 오두디지,Kamoshibito Kuheiji EAU DU DÉSIR,11671,True,True
3289,쿠보타 센쥬 준마이 긴죠,Kubota Senjyu Junmai Ginjo,11672,True,True
3290,송죽매 클래식 준마이 1.5L,Sho Chiku Bai Classic Junmai 1.5L,11673,True,True
3291,고쿠류 다이긴죠,Kokuryu Daiginjo,11674,True,True
3292,코시노칸바이 사이,KOSHINOKANBAI Sai,11675,True,True
3293,데와자쿠라 준마이 긴죠,Dewazakura Junmai Ginjo,11676,True,True
3294,닷사이 준마이 다이긴죠 45 1.8L,Dassai Junmai Daiginjo45 1.8L,11677,True,True
3295,정원 진,JUNGONE Gin,11678,True,True
3296,호랑이 배꼽 생막걸리 전용잔 패키지,TIGER CALYX Makgeoli Glass Package,11679,True,True
3297,완벽한인생 수제맥주 세트,Perfect Life Brewery Craft Beer Set,11680,True,True
3298,트레비어 선물세트,Trevier Gift Set,11681,True,True
3299,아녹 12년,anCnoc 12yo,11682,True,True
3300,글렌피딕 12년 200ml 하이볼 패키지,Glenfiddich 12yo 200ml Highball Package,11683,False,False
3301,오켄토션 12년,Auchentoshan 12yo,11684,True,True
3302,더 글렌드로낙 18년(구형),The Glendronach 18yo,11685,True,True
3303,밤바다 스타우트,Night swimming stout,11686,False,False
3304,와일드 터키 101 전용잔 패키지,Wild Turkey 101 Glass Package,11687,False,False
3305,페트론 시트론지 오렌지,Patron Citronge Orange Liqueur,11688,True,True
3306,꿀꺽,Gulp American Lager,11689,True,True
3307,마켓 헬레스,Market Helles,11690,False,False
3308,더 가이드,The Guide,11691,False,False
3309,비어긱 플랫화이트,Beergeek Flat White,11692,False,False
3310,도깨비술 9도 전용잔 패키지,DOKKAEBI SUL 9% Glass Package,11693,True,True
3311,한라애플토닉,Halla Apple Tonic,11694,False,False
3312,구스 아일랜드 위너 패키지,Goose Island Winner package,11695,True,True
3313,구스 아일랜드 IPA 패키지,Goose Island IPA package,11696,True,True
3314,비어바나 4종 패키지,Beervana 4 Beer Package,11697,True,False
3315,크래머리 크맥박스,Kraemaerlee KMac Box,11698,False,False
3316,끽비어 꿀꺽 12병 패키지,Ggek Beer Gulp 12 Bottle Package,11699,True,False
3317,플루토 블론드 에일 1L 패키지,Pluto Blonde Ale Package,11700,True,False
3318,헬레나 IPA 1L 패키지,Hellena IPA Package,11701,True,False
3319,제방맥주 패키지,Levee Brewing Package,11702,False,False
3320,바네하임 패키지,Vaneheim Package,11703,True,False
3321,백제명주 패키지,Baekje Classic Traditional Liquor Set,11704,True,True
3322,고도수 전통주 패키지,High ABV Traditional Liquor Set,11705,True,True
3323,달달 약주 패키지,Sweet Traditional Liquor Set,11706,True,True
3324,가성비 전통주 패키지,Economical Traditional Liquor Set,11707,True,True
3325,전통주의 정석 패키지,Classic Traditional Liquor Set,11708,True,True
3326,BBQ 수제맥주 패키지,BBQ Craft Beer Package,11709,False,False
3327,에머이 미니 세트,Emoi Mini Set,11710,False,False
3328,에머이 파티 세트,Emoi Party Set,11711,False,False
3329,바이엔슈테판 전용잔 패키지,Weihenstephaner Glass Package,11712,True,False
3330,오니타이지 히레사케 잔 패키지,Ontaiji Hire Sake Glass Package,11713,True,True
3331,이순신 페일에일,Yi Sun-sin Pale Ale,11714,False,False
3332,신사임당 골든에일,SINSAIMDANG Golden Ale,11715,False,False
3333,레드라거,Red Lager,11716,False,False
3334,글렌알라키 12년 친커핀 버진 오크,GlenAllachie 12yo Chinquapin Virgin Oak,11717,True,True
3335,쿠보타 센쥬 도쿠리 잔 세트 패키지,Kubota Senjyu Dokuri & Glass Package,11718,True,True
3336,엑스레이티드,X-Rated,11719,True,True
3337,월계관 준마이 750,Gekkeikan Junmai 750,11720,True,True
3338,하쿠시카 준마이 긴죠 팩,Hakushika Junmaiginjo Pack,11721,True,True
3339,송죽매 준마이 750,Song Juk Mae Junmai 750,11722,True,True
3340,바카디 클래식 칵테일 모히토,Bacardi Classic Cocktail Mojito,11723,True,True
3341,마쯔리 텐구 900 팩,MATSURI TENGU 900 Pack,11724,True,True
3342,말리부 오리지널,Malibu Original,11725,True,True
3343,디카이퍼 트리플 섹,De Kuyper Triple Sec,11726,True,True
3344,디카이퍼 피치트리,De Kuyper Peachtree,11727,True,True
3345,크라비 야드헤드,Crabbie's Yardhead,11728,True,True
3346,하쿠쯔루 마루 900 팩,Hakutsuru Maru 900 Pack,11729,True,True
3347,하나 기자쿠라 준마이 긴죠,Hana Kizakura Junmai Ginjo,11730,True,True
3348,간바레 오또상 팩,GANBARE TOUCHAN Pack,11731,True,True
3349,앱솔루트 어피치,Absolut Apeach,11732,True,True
3350,앱솔루트 페어,Absolut Pears,11733,True,True
3351,스미노프 그린애플,Smirnoff Green Apple,11734,True,True
3352,하이네켄 5L 케그 전용잔 2개 패키지,Heineken 5L Keg 2 Glass Package,11735,True,True
3353,마틴 밀러 진,martin millers gin,11736,True,True
3354,다크호스 브뤼,Dark Horse Brut,11737,True,True
3355,화요 X.P 500ml,HWAYO X.Premium 500ml,11738,True,True
3356,그랑 끄뤼 클라쎄 2009 빈티지 61병 세트,Grand Crus Classés 2009 Vintage 61 Bottle Set,11739,True,True
3357,유어 IPA,Your IPA,11740,False,False
3358,유어 필스너,Your Feel-sner,11741,False,False
3359,포트 토닉,Porto tonico,11742,False,False
3360,레알 테소로 피노쉐리,Real tesoro fino sherry,11743,False,False
3361,불라스 루비 리저브 포트,Bulas Ruby Reserve Porto,11744,True,False
3362,블렌디스 듀크오브클라렌스 마데이라,Blandy's duke of clarence,11745,False,False
3363,까사 데프라 아마로네 델라 발폴리첼라,Casa Defrà Amarone Della Valpolicella,11746,True,True
3364,까사 데프라 발폴리첼라 리빠소,Casa Defrà Valpolicella Ripasso,11747,True,True
3365,펠릭스 솔리스 엘 푸길,Felix Solis El Pugil,11748,True,True
3366,탈로 프리미티보 디 만두리아,Talò Primitivo di Manduria,11749,True,True
3367,그란 마에스트로 프리미티보 디 만두리아,Gran Maestro Primitivo di Manduria,11750,True,True
3368,조닌 벤티테레 피노 그리지오,Zonin 20 Ventiterre Pinot Grigio,11751,True,True
3369,다렌버그 더 갈보 가라지,d'Arenberg The Galvo Garage,11752,True,True
3370,다렌버그 와일드 픽시 쉬라즈,d'Arenberg The Wild Pixie Shiraz,11753,True,True
3371,마르케스 데 라 카라스카 그란 리제르바,Marques dé La Carrasca Gran Reserva,11754,True,True
3372,솔레토 로쏘 미디엄 스위트,Soleto Rosso Medium Sweet,11755,False,False
3375,메르첸 라거,Marzen Lager,11756,False,False
3376,몬테 알반,Monte Alban,11757,True,True
3377,로마네 콩티,Romanee Conti,11758,False,False
3378,안젤로 네로 다 볼라,Angelo Nero d'Avola,11759,True,True
3379,샤또 생 그레구아르 메독,Château Saint-Grégoire Médoc,11760,True,True
3380,로스 콘데스 리제르바,Los Condes Reserva.,11761,True,True
3381,킬호만 사닉,Kilchoman Sanaig,11762,True,True
3382,쿠보타 만쥬 도쿠리 잔 세트 패키지,Kubota Manjyu Dokuri & Glass Package,11763,True,True
3383,시메이 맥주 3종 전용잔 패키지,Chimay 3 Bottle Glass Package,11764,True,True
3384,미스터 보스턴 버번 1L,Mr. Boston Bourbon 1L,11765,True,True
3385,아그와 디 볼리비아 전용잔 2개 패키지,Agwa de bolivia 2 Glass Package,11766,True,True
3386,칭따오 마스터 리미티드 비어 2021,TSINGTAO MASTER LIMITED BEER 2021,11767,True,True
3387,자연담은 복분자 막걸리 선물세트,Jayeondameun Bokbunja Makgeolli Gift Set,11768,True,True
3388,능이주&송이주 375ml 선물 세트,Neungi-ju&Songi-ju 375ml Gift Set,11769,True,True
3389,한청 선물세트,Hancheong Gift Set,11770,True,True
3390,토끼소주 화이트 소해주,Tokki soju White Sohae-ju,11771,True,True
3391,와일드 터키 레어브리드 스탠리 플라스크 세트,Wild Turkey Rare Breed Stanley Flask Set,11772,True,True
3392,알함브라 에스페셜 12캔,Alhambra Especial 12 Can,11773,True,True
3393,상선여수 준마이 긴죠 30주년 기념,Jozen Mizuno Gotoshi Junmai Ginjo 30th,11774,True,True
3394,위스키 아이리시 부머,Whisky Irish Boomer,11775,False,False
3395,사과한잔,Apple Cider,11776,False,False
3397,야마자키 DR,Yamazaki Distiller's Reserve,11778,True,True
3398,바네하임 벚꽃라거 4병 패키지,Vanehaim Cherry Blossom Lager 4 Bottle Package,11779,True,True
3399,칭따오 복맥 에디션 2021,Tsingtao Special Edition 2021,11780,False,False
3400,끽비어 스페셜 패키지,Ggek Beer Special Package,11781,True,False
3401,끽비어 이어라운드 팩,Ggek Beer Year-round Pack,11782,False,False
3402,끽비어 라거라거 4캔 팩,Ggek Beer Lager Lager 4 Can Package,11783,True,False
3403,토끼소주 블랙 750ml,Tokki Soju Black 750ml,11784,True,True
3404,칼스버그 6캔 패키지,Carlsberg 6 Can Package,11785,False,False
3405,버니니 벨라 전용잔 패키지,Bernini Bella Glass Package,11786,True,True
3406,브루독 엘비스 주스 12병,Brewdog Elvis Juice 12 Bottle,11787,False,False
3407,브루독 페일 에일 12병,Brewdog Pale Ale 12 Bottle,11788,False,False
3408,나루 생막걸리 6도 전용잔 패키지,NAROO Makgeoli 6% Glass Package,11789,False,False
3409,김포금쌀에일 4캔 패키지,Gimpo Gold Rice Ale 4 Can Package,11790,False,False
3410,배럴 컬렉션 와인 배럴 사우어,Barrel Collection Wine Barrel Sour,11791,False,False
3411,배럴 컬렉션 스파이시 사우어,Barrel Collection Spicy Sour,11792,False,False
3412,추사 애플 와인 선물 세트,Chusa Apple Wine Gift Set,11793,True,True
3413,더 글렌그란트 18년 설 에디션,The Glen Grant 18yo Lunar Edition,11794,False,False
3414,더 글렌그란트 10년 설 에디션,The Glen Grant 10yo Lunar Edition,11795,False,False
3415,하쿠쯔루 마루 500 팩,Hakutsuru Maru 500 Pack,11796,True,True
3416,발라스트포인트 스컬핀 IPA 24병,Ballast Point Sculpin IPA 24 Bottle,11797,True,True
3417,올드 라스푸틴 24병,Old Rasputin 24 Bottle,11798,True,True
3418,크리스탈 헤드 오리지널 + 미니어처 세트,Crystal Head Original + Miniature Set,11799,True,True
3420,글렌모렌지 퀸타루반 14년(구형),Glenmorangie Quinta Ruban 14yo,11801,True,True
3421,1792 스위트 위트,1792 Sweet Wheat,11802,True,True
3422,베이커스 7년(구형),Baker's 7yo,11803,True,True
3423,아란 10년,Arran 10yo,11804,True,True
3424,아란 쿼터 캐스크,Arran Quarter Cask,11805,True,True
3425,스파이스 트리,Spice Tree,11806,False,False
3426,오크 크로스,Oak Cross,11807,False,False
3427,오켄토션 18년,Auchentoshan 18yo,11808,True,True
3428,오켄토션 쓰리 우드,Auchentoshan Three Wood,11809,True,True
3429,리뎀션 하이 라이,Redemption High Rye,11810,True,True
3430,사제락 라이,Sazerac Rye,11811,True,True
3432,맥캘란 에스테이트,Macallan Estate,11812,True,True
3433,앱솔루트 라임 375ml,Absolut Lime 375ml,11813,True,True
3434,앱솔루트 그레이프프루트,Absolut Grapefruit,11814,True,True
3435,앱솔루트 코리아,Absolut Korea,11815,True,False
3436,글렌피딕 오리지널,Glenfiddich Original,11816,True,True
3437,벤리악 17년 셉텐데침,Benriach 17yo Septendecim,11817,True,True
3438,아페롤,Aperol,11818,True,True
3439,비잔 클리어,Bizan Clear,11819,True,True
3440,양춘맥주,Yangchunbeer,11820,True,True
3441,화요 53 500ml,HWAYO 53 500ml,11821,True,True
3442,볼스 핑크 자몽 피크닉 패키지,Bols Pink Grapefruit Picnic Package,11822,True,True
3443,크라비 12년,Crabbie 12yo,11823,True,True
3444,플레이그라운드 루비 세종,Ruby Saison,11824,False,False
3445,X-MARK 4종 패키지(12캔),X-MARK mix Package,11825,True,True
3446,꼬리별,Comet,11826,False,False
3447,미리내,Milky Way,11827,False,False
3448,라이터즈 티얼스 전용잔 패키지,Writer's Tears Gift Set,11828,True,True
3449,다니엘 부쥬 VSOP,Daniel bouju VSOP,11829,True,True
3450,코발 드라이 진,Koval Dry Gin,11830,True,True
3451,콥케 파인 토니 포트,Kopke Fine Tawny Porto,11831,True,True
3452,콥케 파인 루비 포트,Kopke Fine Ruby Porto,11832,True,True
3453,콥케 10년 토니 포트,Kopke 10yo Tawny Porto,11833,True,True
3454,콥케 20년 토니 포트,Kopke 20yo Tawny Porto,11834,True,True
3455,글렌알라키 10년 CS 배치 5,GlenAllachie 10yo Cask Strength Batch 5,11835,True,True
3456,시티 오브 런던 드라이 진,City of London Dry Gin,11836,True,True
3457,발라스트포인트 캘리포니아 엠버,Ballast point California Amber,11837,False,False
3458,상선여수 주쿠세이노 준마이긴죠,Aged Jozen Mizuno Gotoshi Junmai Ginjo,11838,True,True
3459,글렌라씨,Glenlassie,11839,True,True
3460,아마레토,Amaretto,11840,False,False
3461,테라 피크닉테이블 세트,TERRA Picnic Table Set,11841,True,False
3462,캔달 잭슨 샤르도네 아이스백 세트,Kendall-Jackson Chardonnay Icebag Set,11842,True,True
3463,레벨 켄터키 스트레이트 버번 100프루프,Rebel Kentucky Straight Bourbon 100Proof,11843,True,True
3464,레벨 켄터키 스트레이트 라이,Rebel Kentucky Straight Rye,11844,True,True
3465,오켄토션 소비뇽 블랑,Auchentoshan Sauvignon Blanc,11845,True,True
3466,불라 깔바도스 VSOP,Boulard Calvados VSOP,11846,True,True
3467,이탈리쿠스,Italicus,11847,True,True
3468,미 떼루노 마야카바 말벡,Mi-Terruno Mayacaba Malbec,11848,True,True
3469,지올,Geol,11849,True,True
3470,봄베이 사파이어 전용잔 패키지,Bombay Sapphire Gift Set,11850,True,True
3471,빌로셀,Vilosell,11851,True,True
3472,예브레,Llebre,11852,True,True
3473,100 파이퍼스,100 Pipers,11853,True,True
3474,월계관 준마이 다이긴죠,Gekkeikan Junmai Daiginjo,11854,True,True
3476,다니엘 부쥬 XO,Daniel bouju XO,11856,True,True
3477,브램블 샷,Bramble shot,11857,False,False
3478,1865 마스터 블렌드 골프백 패키지,1865 Master Blend Set,11858,True,True
3479,헨드릭스 진 오이재배 패키지,Hendrick's Gin Cucumber Package,11859,True,True
3480,티토스 보드카 뮬 잔 패키지,Tito's Vodka Mule Mug Package,11860,True,True
3481,아까 기리시마,Aka Kirishima,11861,True,True
3482,이글레어 10년 750ml,Eagle Rare 10yo 750ml,11862,True,True
3483,앱솔루트 엑스트랙,Absolute Extrakt,11863,True,True
3484,엠페라도르 드 바로스 비노 틴토 템프라니요,Emperador de Barros Vino Tinto Tempranillo,11864,True,True
3485,프리미엄 1904 그라시아노,Premium 1904 Graciano,11865,True,True
3486,이그레코 일 로쏘,Igreco il Rosso,11866,True,True
3487,마이 러브 까베르네 소비뇽,My Love Cabernet Sauvignon,11867,True,True
3488,디비노 오로 까바 세미세코,Divino oro Cava Semiseco,11868,True,True
3489,멜론 & 하몽,melon & jamon,11869,False,False
3490,아벨라워 14년,Aberlour 14yo,11870,True,True
3491,아벨라워 16년,Aberlour 16yo,11871,True,True
3492,와일드 터키 레어브리드 샷글라스 세트,Wild Turkey Rare Breed Shot Glass Set,11872,True,True
3493,월계관 오쵸코 다이긴죠 5개 패키지,GEKKEIKAN Daiginjo with Ochoko Cup 5 Bottle Package,11873,True,True
3494,더 페이머스 그라우스 1L,The Famous Grouse 1L,11874,True,True
3495,서던 컴포트 블랙 750ml,Southern Comfort Black 750ml,11875,True,True
3496,서던 컴포트 오리지날,Southern Comfort Original,11876,True,True
3497,딘스톤 12년,Deanston 12 yo,11877,True,True
3498,크롬바커 바이젠 6캔 전용잔 패키지,Krombacher Weizen 6 Can Glass Package,11878,True,True
3499,레벨 켄터키 스트레이트 버번,Rebel Kentucky Straight Bourbon,11879,True,True
3500,옐로우 로즈 프리미엄 아메리칸 위스키,Yellow Rose Premium American Whiskey,11880,True,True
3501,킬호만 마키어 베이,Kilchoman Machir Bay,11881,True,True
3502,아녹 18년,anCnoc 18yo,11882,True,True
3503,빅 피트,Big Peat,11883,True,True
3504,락 아일랜드,Rock Island,11884,True,True
3505,스칼리웩,Scallywag,11885,True,True
3506,에피큐리안,The Epicurean,11886,True,True
3507,암룻 인디언,Amrut Indian,11887,True,True
3508,암룻 인디언 CS,Amrut Indian CS,11888,True,True
3509,암룻 퓨전,Amrut Fusion,11889,True,True
3510,암룻 피티드 인디언 CS,Amrut Peated Indian CS,11890,True,True
3511,울프번 노스랜드,Wolfburn Northland,11891,True,True
3512,울프번 랭스킵,Wolfburn Langskip,11892,True,True
3513,아녹 24년,anCnoc 24yo,11893,True,True
3514,글렌글라사 리바이벌,Glenglassaugh Revival,11894,True,True
3515,글렌글라사 에볼루션,Glenglassaugh Evolution,11895,True,True
3516,글렌글라사 토파,Glenglassaugh Torfa,11896,True,True
3517,암스텔 12캔 워터프루프백 패키지,Amstel 12 Can Waterproof Bag Package,11897,True,True
3518,아녹 피트하트,anCnoc peatheart,11898,True,True
3519,아녹 루안,anCnoc Rudhan,11899,True,True
3520,글렌로티스 12년,Glenrothes 12 yo,11900,True,True
3521,스페이번 브라단 오락,Speyburn Bradan Orach,11901,True,True
3522,올드 풀트니 허다트,Old Pulteney Huddart,11902,True,True
3523,디 아이리시맨 싱글몰트,The Irishman Single Malt,11903,True,True
3524,디 아이리시맨 12년 싱글몰트,The Irishman 12 yo Single Malt,11904,True,True
3525,디 아이리시맨 파운더스 리저브,The Irishman Founder's Reserve,11905,True,True
3526,라이터즈 티얼즈 코퍼 팟,Writer's Tears Copper Pot,11906,True,True
3527,라이터즈 티얼즈 더블 오크,Writer's Tears Double Oak,11907,True,True
3528,더 리젠더리 실키,The Legendary Silkie,11908,True,True
3529,퍼컬렌 프리미엄 블렌드,Fercullen Premium Blend,11909,True,True
3530,퍼컬렌 10년 싱글 그레인,Fercullen 10 yo Single Grain,11910,True,True
3531,퍼컬렌 14년 싱글몰트,Fercullen 14 yo Single Malt,11911,True,True
3532,퍼컬렌 18년 싱글몰트,Fercullen 18 yo Single Malt,11912,True,True
3533,하페니 오리지날 위스키 블렌드,Ha'penny Whiskey Original Blend,11913,True,True
3534,피어스 디 오리지날 5년 블렌드,Pearse The Original 5 yo Blend,11914,True,True
3535,피어스 디스틸러스 초이스 7년 블렌드,Pearse Distiller's Choice 7 yo Blend,11915,True,True
3536,피어스 파운더스 초이스 12년 싱글몰트,Pearse Founder's Choice 12 yo Single Malt,11916,True,True
3537,올드 풀트니 12년,Old Pulteney 12yo,11917,True,True
3538,패스포트 하이볼 전용잔 패키지,Passport Highball Glass Set,11918,True,True
3539,올드 풀트니 15년,Old Pulteney 15yo,11919,True,True
3540,올드 풀트니 18년,Old Pulteney 18yo,11920,True,True
3541,켄터키 아울 콘피스케이티드,Kentucky Owl Confiscated,11921,True,True
3542,켄터키 아울 스트레이트 버번,Kentucky Owl Straight Bourbon,11922,True,True
3543,보모어 18년(구형),Bowmore 18yo,11923,True,True
3544,짐빔 애플(구형),Jim Beam Apple,11924,True,True
3545,짐빔 블랙,Jim Beam Black,11925,True,True
3546,더 글렌그란트 아보랄리스,The Glen Grant Arboralis,11926,True,True
3547,와일드 터키 레어브리드(구형),Wild Turkey Rare Breed,11927,True,True
3548,와일드 터키 켄터키 스피릿 싱글배럴(구형),Wild Turkey Kentucky Spirit Single Barrel,11928,True,True
3549,와일드 터키 롱브랜치,Wild Turkey  Longbranch,11929,True,True
3550,와일드 터키 마스터스 킵 1894,Wild Turkey Master's Keep 1894,11930,True,True
3551,와일드 터키 마스터스 킵 코너스톤 라이,Wild Turkey Master's Keep Cornerstone Rye,11931,True,True
3552,와일드 터키 마스터스 킵 바틀 인 본드,Wild Turkey Master's Keep Bottled in Bond,11932,True,True
3553,와일드 터키 13년,Wild Turkey 13yo,11933,True,True
3554,오마르 싱글몰트 셰리 타입,OMAR Single Malt Whisky Sherry Type,11934,True,True
3555,오마르 싱글몰트 버번 타입,OMAR Single Malt Whisky Bourbon Type,11935,True,True
3556,티나,TINA,11936,True,True
3557,블랙 보틀,Black Bottle,11937,True,True
3558,벤로막 10년,Benromach 10yo,11938,True,True
3559,벤로막 15년,Benromach 15yo,11939,True,True
3560,리젠트,Legent,11940,True,True
3561,플래티넘 No.5,Platinvm No.5,11941,True,True
3562,플래티넘 No.6,Platinvm No.6,11942,True,True
3564,스페이번 10년,Speyburn 10yo,11943,True,True
3565,화이트 헤더 21년,White Heather 21yo,11944,True,True
3566,구미호 루비 테일,Kumiho Ruby Tail,11945,True,True
3567,아란 배럴 리저브,Arran Barrel Reserve,11946,True,True
3568,불라 깔바도스 XO,Boulard Calvados XO,11947,True,True
3569,즈이센 코슈 40,Zuisen Koshu 40,11948,True,True
3570,조니 드럼 블랙 라벨,Johnny Drum Black Label,11949,True,True
3571,람베이 스몰배치 블렌드,Lambay Small batch Blend,11950,True,True
3572,람베이 싱글몰트,Lambay Single Malt,11951,True,True
3573,암룻 피티드 인디언,Amrut Peated Indian,11952,True,True
3574,에즈라 브룩스 켄터키 스트레이트 버번,Ezra Brooks Kentucky Straight Bourbon,11953,True,True
3575,에즈라 브룩스 스트레이트 라이 위스키,Ezra Brooks Straight Rye Whiskey,11954,True,True
3576,앱솔루트 엘릭스 700ml,Absolute Elyx 700ml,11955,True,True
3577,글렌스코샤 캠벨타운 하버,Glen Scotia Campbeltown Harbour,11956,True,True
3578,글렌스코샤 더블 캐스크(구형),Glen Scotia Double Cask,11957,True,True
3579,글렌스코샤 15년,Glen Scotia 15yo,11958,True,True
3580,글렌스코샤 18년(구형),Glen Scotia 18 yo,11959,True,True
3581,포치 구 8년,Poit Dhubh 8 yo,11960,True,True
3582,포치 구 12년,Poit Dhubh 12 yo,11961,True,True
3583,포치 구 21년,Poit Dhubh 21 yo,11962,True,True
3584,글렌 터너 헤리티지 더블 캐스크,Glen Turner Heritage Double Cask,11963,True,True
3585,코퍼헤드 오리지날 진,Copperhead Original Gin,11964,True,True
3586,로얄살루트 21년 에스텐시아 폴로 에디션,Loyal Salute 21 yo the Polo Estancia Edition,11965,True,True
3587,매그너스 쥬시애플 4병 팩,Magners Juicy Apple 4 Bottles Pack,11966,True,True
3588,에페스 드래프트 6캔 패키지,EFES Draft 6 Can Package,11967,True,True
3589,벤리악 12년,Benriach The Twelve,11968,True,True
3590,벤리악 스모키 12년,Benriach Smoky Twelve,11969,True,True
3591,디플로마티코 리제르바 익스클루시바,Diplomatico Reserva Exclusiva,11970,True,True
3592,바카디 럼콕 전용잔 패키지(코카콜라 포함),Bacardi Carta Blanca Gift Set,11971,True,True
3593,윌렛 라이,Willett Rye,11972,True,True
3594,윌렛 팟 스틸 리저브,Willett Pot Still Reserve,11973,True,True
3595,잭 다니엘스 잔 세트,Jack Daniel's Glass Set,11974,True,True
3596,잭 다니엘스 허니 잔 세트,Jack Daniel's Honey Glass Set,11975,True,True
3597,칭따오 위트비어 24병,Tsingtao Wheat Beer 24 Bottles Set,11976,True,True
3598,칭따오 스타우트 24병,Tsingtao Stout 24 Bottles Set,11977,True,True
3599,칭따오 IPA 24병,Tsingtao IPA 24 Bottles Set,11978,True,True
3600,비스포큰 버번위스키,Bespoken Spirits Bourbon Whiskey,11979,True,True
3601,에즈라 99,Ezra 99,11980,True,True
3602,마이너 케이스 라이,Minor Case Rye,11981,True,True
3603,옐로우스톤 셀렉트,Yellowstone Select,11982,True,True
3604,테라 캠핑용 웨건 세트(48캔),Terra Camping Wagon Set(48 Cans),11983,True,True
3605,라벨 5 하이볼 전용잔 패키지,Label 5 Highball Glass Package,11984,True,True
3606,디플로마티코 만투아노,Diplomatico Mantuano,11985,True,True
3607,브로커스 진,Broker's Gin,11986,True,True
3608,미스터 블랙 커피 리큐르,Mr. Black Coffee Liqueur,11987,True,True
3609,타베르네로 보띠하 이딸리아 피스코,Tabernero Botija Italia Pisco,11988,True,True
3610,짐빔 하이볼 전용잔 패키지(구형),Jim Beam Highball Mug Set,11989,True,True
3611,프라야 엘리먼츠,Phraya Elements,11990,True,True
3612,프라야 골드,Phraya Gold,11991,True,True
3613,셰피즈 사이더 3종 패키지,Sheppy's Cider Gift Set,11992,True,True
3614,프레시넷 꼬든 네그로 까바 브뤼,"Freixenet, Cordon Negro Cava Brut",11993,True,True
3615,이나므 수도원 맥주 4종 전용잔 패키지,Ename Abbey Beers Gift Set,11994,True,True
3616,글렌도워 블렌디드 몰트,Glendower Blended Malt,11995,True,True
3617,디 안티콰리 12년,The Antiquary 12 yo,11996,True,True
3618,로즈뱅크 30년,Rosebank 30yo,11997,True,True
3619,에비에이션 진 머들러 세트,Aviation Gin Muddler Set,11998,True,True
3620,에페스 필스너 4캔 전용잔 패키지,Efes Pilsner 4 Can Glass Package,11999,True,True
3621,사사이치 나츠 준마이 긴죠,Sasaichi Natsu Junmai Ginjo,12000,True,True
3622,글렌피딕 12년 700ml 홈술 패키지,Glenfiddich 12yo Glass Package,12001,False,True
3623,로크로몬드 12년 700ml,Loch Lomond 12yo 700ml,12002,True,True
3624,로크로몬드 디 오픈 스페셜 에디션,Loch Lomond the OPEN Special Edition,12003,True,True
3625,티나 홈파티 키트,Tina Home Party Kit,12004,True,True
3626,디아블로 까베르네 소비뇽 500ml 2병 잔 세트,Diablo Cabernet Sauvignon 500ml 2 Bottle & 1 Glass set,12005,True,True
3627,듀랑고 데킬라 골드,Durango Tequila Gold,12006,True,True
3628,론디아즈 151 럼 750ml,Rondiaz 151 Rum 750ml,12007,True,True
3629,론디아즈 골드 럼,Rondiaz Gold Rum,12008,True,True
3630,론디아즈 실버 럼,Rondiaz Silver Rum,12009,True,True
3631,론디아즈 코코넛 럼,Rondiaz Coconut Rum,12010,True,True
3632,듀랑고 커피 리큐르(1L),Durango Coffee Liqueur(1L),12011,True,True
3633,1776 올드 페퍼 싱글배럴 라이,1776 Old Pepper Single Barrel Rye,12012,True,True
3634,탐두 12년,Tamdhu 12yo,12013,True,True
3635,15년 숙성 매취순 전용잔 패키지,Plum Wine 15 yo Glass Set,12014,True,True
3636,순금 매취순 1병 선물 세트,Gold Plum Wine 1 Bottle Gift Set,12015,True,True
3637,순금 매취순 2병 선물 세트,Gold Plum Wine 2 Bottles Gift Set,12016,True,True
3638,매취순 12년 3L,Plum Wine 12 yo 3L,12017,True,True
3639,예거마이스터 전용잔 패키지(20ml 미니어처 포함),Jägermeister Glass Set(20ml miniature included),12018,True,True
